24,3,991,31,99,54,1,-1,-1,-1
25,1,722,208,82,49,1,-1,-1,-1
25,2,233,488,101,51,1,-1,-1,-1
25,3,990,30,101,55,1,-1,-1,-1
26,1,722,208,82,49,1,-1,-1,-1
26,2,234,488,99,51,1,-1,-1,-1
26,3,990,30,101,55,1,-1,-1,-1
27,1,721,208,84,49,1,-1,-1,-1
27,2,236,491,98,47,1,-1,-1,-1
27,3,989,28,102,56,1,-1,-1,-1
28,1,720,208,85,49,1,-1,-1,-1
28,2,232,491,100,48,1,-1,-1,-1
28,3,985,28,108,58,1,-1,-1,-1
29,1,720,208,84,47,1,-1,-1,-1
29,2,230,491,100,49,1,-1,-1,-1
29,3,985,28,104,57,1,-1,-1,-1
30,1,720,207,85,48,1,-1,-1,-1
30,2,228,491,104,48,1,-1,-1,-1
30,3,983,27,111,56,1,-1,-1,-1
31,1,726,208,78,46,1,-1,-1,-1
31,2,229.644,492.859,104,48,1,-1,-1,-1
31,3,985.211,27.4142,111,56,1,-1,-1,-1
32,1,726,210,81,45,1,-1,-1,-1
32,2,228,492,102,50,1,-1,-1,-1
32,3,986,27,109,58,1,-1,-1,-1
33,1,727,210,78,45,1,-1,-1,-1
33,2,227,492,102,51,1,-1,-1,-1
33,3,986,26,109,59,1,-1,-1,-1
34,1,720,208,85,48,1,-1,-1,-1
34,2,226.045,493.377,102,51,1,-1,-1,-1
34,3,990.494,24.1919,109,59,1,-1,-1,-1
35,1,720,208,85,48,1,-1,-1,-1
35,2,225.419,493.117,102,51,1,-1,-1,-1
35,3,991.466,24.4146,109,59,1,-1,-1,-1
36,1,719,208,87,49,1,-1,-1,-1
36,2,226.335,493.489,102,51,1,-1,-1,-1
36,3,991.976,24.4721,109,59,1,-1,-1,-1
37,1,719,206,87,50,1,-1,-1,-1
37,2,228.174,492.667,102,51,1,-1,-1,-1
37,3,992.971,22.6583,109,59,1,-1,-1,-1
38,1,723,207,82,48,1,-1,-1,-1
38,2,231,494,96,49,1,-1,-1,-1
38,3,995,24,103,57,1,-1,-1,-1
39,1,723,206,83,46,1,-1,-1,-1
39,2,226.441,494.943,96,49,1,-1,-1,-1
39,3,994.621,23.0464,103,57,1,-1,-1,-1
40,1,723,206,83,46,1,-1,-1,-1
40,2,225.985,495.022,96,49,1,-1,-1,-1
40,3,994.536,22.9756,103,57,1,-1,-1,-1
41,1,723,206,82,48,1,-1,-1,-1
41,2,227.229,495.505,96,49,1,-1,-1,-1
41,3,993.648,22.0437,103,57,1,-1,-1,-1
42,1,717,206,87,48,1,-1,-1,-1
42,2,222.048,495.523,96,49,1,-1,-1,-1
42,3,992.629,21.5296,103,57,1,-1,-1,-1
43,1,715,206,87,48,1,-1,-1,-1
43,2,222.753,496.451,96,49,1,-1,-1,-1
43,3,992.524,21.4396,103,57,1,-1,-1,-1
44,1,713.188,206.439,87,48,1,-1,-1,-1
44,2,218.882,496.519,96,49,1,-1,-1,-1
44,3,991.159,21.9183,103,57,1,-1,-1,-1
45,1,712,207,89,48,1,-1,-1,-1
45,2,219.72,497.904,96,49,1,-1,-1,-1
45,3,989.208,21.945,103,57,1,-1,-1,-1
46,1,714,206,86,49,1,-1,-1,-1
46,2,219.015,497.569,96,49,1,-1,-1,-1
46,3,989.455,22.4258,103,57,1,-1,-1,-1
47,1,718,208,82,46,1,-1,-1,-1
47,2,218.426,498.458,96,49,1,-1,-1,-1
47,3,990.367,21.5643,103,57,1,-1,-1,-1
48,1,716.6,207.545,82,46,1,-1,-1,-1
48,2,217.53,498.527,96,49,1,-1,-1,-1
48,3,991.826,20.5888,103,57,1,-1,-1,-1
49,1,716.455,207.498,82,46,1,-1,-1,-1
49,2,217.381,498.107,96,49,1,-1,-1,-1
49,3,992.438,20.4629,103,57,1,-1,-1,-1
50,1,715.113,207.496,82,46,1,-1,-1,-1
50,2,219.659,498.939,96,49,1,-1,-1,-1
50,3,992.053,20.467,103,57,1,-1,-1,-1
51,1,715.867,206.148,82,46,1,-1,-1,-1
51,2,219.916,498.579,96,49,1,-1,-1,-1
51,3,994.256,17.7747,103,57,1,-1,-1,-1
52,1,716.392,206.894,82,46,1,-1,-1,-1
52,2,217.238,499.444,96,49,1,-1,-1,-1
52,3,994.956,17.9138,103,57,1,-1,-1,-1
53,1,718,206,82,46,1,-1,-1,-1
53,2,217.425,499.07,96,49,1,-1,-1,-1
53,3,995.465,17.51,103,57,1,-1,-1,-1
54,1,716,205,84,48,1,-1,-1,-1
54,2,214.26,499.498,96,49,1,-1,-1,-1
54,3,995.992,17.8856,103,57,1,-1,-1,-1
55,1,715.996,204.99,84,48,1,-1,-1,-1
55,2,215.772,499.518,96,49,1,-1,-1,-1
55,3,998.264,17.966,103,57,1,-1,-1,-1
56,1,716.425,205.43,84,48,1,-1,-1,-1
56,2,213.191,501.339,96,49,1,-1,-1,-1
56,3,1000.35,17.949,103,57,1,-1,-1,-1
57,1,715,205,87,49,1,-1,-1,-1
57,2,212.971,501.958,96,49,1,-1,-1,-1
57,3,1001.42,17.0789,103,57,1,-1,-1,-1
58,1,718,205,85,48,1,-1,-1,-1
58,2,212.447,502.504,96,49,1,-1,-1,-1
58,3,1003.38,16.5112,103,57,1,-1,-1,-1
59,1,721,206,82,47,1,-1,-1,-1
59,2,211.994,504.328,96,49,1,-1,-1,-1
59,3,1004.44,16.0258,103,57,1,-1,-1,-1
60,1,718,207,86,48,1,-1,-1,-1
60,2,209.651,505.465,96,49,1,-1,-1,-1
60,3,1005.07,16.8463,103,57,1,-1,-1,-1
61,1,717.122,212.824,86,48,1,-1,-1,-1
61,2,209.464,512.268,96,49,1,-1,-1,-1
61,3,1008.2,21.0084,103,57,1,-1,-1,-1
62,1,718.814,214.865,86,48,1,-1,-1,-1
62,2,211.187,515.335,96,49,1,-1,-1,-1
62,3,1010.41,22.8178,103,57,1,-1,-1,-1
63,1,718.994,215.04,86,48,1,-1,-1,-1
63,2,212.327,515.581,96,49,1,-1,-1,-1
63,3,1010.12,23.0026,103,57,1,-1,-1,-1
64,1,721.721,219.594,86,48,1,-1,-1,-1
64,2,210.631,521.521,96,49,1,-1,-1,-1
64,3,1012,26,105,60,1,-1,-1,-1
65,1,719,219,88,50,1,-1,-1,-1
65,2,207.333,522.072,96,49,1,-1,-1,-1
65,3,1012.52,26.4522,105,60,1,-1,-1,-1
66,1,718.604,218.24,88,50,1,-1,-1,-1
66,2,209.626,521.773,96,49,1,-1,-1,-1
66,3,1013.55,24.7868,105,60,1,-1,-1,-1
67,1,718.971,217.635,88,50,1,-1,-1,-1
67,2,204.539,521.179,96,49,1,-1,-1,-1
67,3,1015.38,23.6627,105,60,1,-1,-1,-1
68,1,719.92,217.159,88,50,1,-1,-1,-1
68,2,207.078,521.633,96,49,1,-1,-1,-1
68,3,1017.89,22.2084,105,60,1,-1,-1,-1
69,1,720.908,216.609,88,50,1,-1,-1,-1
69,2,202.925,521.146,96,49,1,-1,-1,-1
69,3,1018.98,19.7856,105,60,1,-1,-1,-1
70,1,721.483,216.127,88,50,1,-1,-1,-1
70,2,202.869,520.7,96,49,1,-1,-1,-1
70,3,1019.62,19.5151,105,60,1,-1,-1,-1
71,1,719.727,216.939,88,50,1,-1,-1,-1
71,2,202.927,522.378,96,49,1,-1,-1,-1
71,3,1020.5,18.146,105,60,1,-1,-1,-1
72,1,719.095,217.506,88,50,1,-1,-1,-1
72,2,203.333,522.624,96,49,1,-1,-1,-1
72,3,1020.67,17.9808,105,60,1,-1,-1,-1
73,1,719.463,216.63,88,50,1,-1,-1,-1
73,2,191,519,110,58,1,-1,-1,-1
73,3,1022.38,17.5354,105,60,1,-1,-1,-1
74,1,721.757,216.557,88,50,1,-1,-1,-1
74,2,188,520,111,58,1,-1,-1,-1
74,3,1023.09,15.6725,105,60,1,-1,-1,-1
75,1,721.099,216.077,88,50,1,-1,-1,-1
75,2,190,522,109,55,1,-1,-1,-1
75,3,1025.78,14.5912,105,60,1,-1,-1,-1
76,1,720.14,215.587,88,50,1,-1,-1,-1
76,2,185,521,110,59,1,-1,-1,-1
76,3,1025.25,13.0988,105,60,1,-1,-1,-1
77,1,719.573,215.519,88,50,1,-1,-1,-1
77,2,185,521,110,59,1,-1,-1,-1
77,3,1025.55,12.9705,105,60,1,-1,-1,-1
78,1,722.211,215.071,88,50,1,-1,-1,-1
78,2,186,523,106,57,1,-1,-1,-1
78,3,1026.55,11.5736,105,60,1,-1,-1,-1
79,1,723.835,214.563,88,50,1,-1,-1,-1
79,2,182,523,110,57,1,-1,-1,-1
79,3,1025.67,10.5735,105,60,1,-1,-1,-1
80,1,723.594,215.408,88,50,1,-1,-1,-1
80,2,181.831,523.56,110,57,1,-1,-1,-1
80,3,1027.44,9.06678,105,60,1,-1,-1,-1
81,1,722.633,215.496,88,50,1,-1,-1,-1
81,2,180.117,523.549,110,57,1,-1,-1,-1
81,3,1030.69,8.9635,105,60,1,-1,-1,-1
82,1,722.547,215.064,88,50,1,-1,-1,-1
82,2,185,526,104,55,1,-1,-1,-1
82,3,1032.93,8.4511,105,60,1,-1,-1,-1
83,1,724.761,215.009,88,50,1,-1,-1,-1
83,2,182.661,526.037,104,55,1,-1,-1,-1
83,3,1036.21,7.10928,105,60,1,-1,-1,-1
84,1,725.927,213.658,88,50,1,-1,-1,-1
84,2,174,523,116,61,1,-1,-1,-1
84,3,1037.56,4.66823,105,60,1,-1,-1,-1
85,1,725.576,214.408,88,50,1,-1,-1,-1
85,2,181,526,106,56,1,-1,-1,-1
85,3,1036.71,4.45532,105,60,1,-1,-1,-1
86,1,725.563,214.488,88,50,1,-1,-1,-1
86,2,181,526,106,56,1,-1,-1,-1
86,3,1036.7,4.37812,105,60,1,-1,-1,-1
87,1,725.082,213.6,88,50,1,-1,-1,-1
87,2,178.68,527.842,106,56,1,-1,-1,-1
87,3,1037.94,3.08844,105,60,1,-1,-1,-1
88,1,725.943,213.049,88,50,1,-1,-1,-1
88,2,172.998,528.07,106,56,1,-1,-1,-1
88,3,1038.14,2.00451,105,60,1,-1,-1,-1
89,1,727.809,212.548,88,50,1,-1,-1,-1
89,2,176.058,528.493,106,56,1,-1,-1,-1
89,3,1043.01,1.951,105,60,1,-1,-1,-1
90,1,727.599,212.93,88,50,1,-1,-1,-1
90,2,171.818,529.933,106,56,1,-1,-1,-1
90,3,1042,0,110,61,1,-1,-1,-1
91,1,722,210,97,56,1,-1,-1,-1
91,2,174,529,107,56,1,-1,-1,-1
91,3,1040,0,115,61,1,-1,-1,-1
92,1,720.705,210.883,97,56,1,-1,-1,-1
92,2,169.331,531.788,107,56,1,-1,-1,-1
92,3,1037.95,-0.112028,115,61,1,-1,-1,-1
93,1,720.528,210.988,97,56,1,-1,-1,-1
93,2,169.855,530.676,107,56,1,-1,-1,-1
93,3,1031,0,121,62,1,-1,-1,-1
94,1,719.166,210.101,97,56,1,-1,-1,-1
94,2,167.59,530.593,107,56,1,-1,-1,-1
94,3,1029,0,121,61,1,-1,-1,-1
95,1,719.014,210.005,97,56,1,-1,-1,-1
95,2,167.872,530.545,107,56,1,-1,-1,-1
95,3,1029,0,121,62,1,-1,-1,-1
96,1,716.746,210.888,97,56,1,-1,-1,-1
96,2,165.135,530.569,107,56,1,-1,-1,-1
96,3,1028,0,120,61,1,-1,-1,-1
97,1,712.918,210.54,97,56,1,-1,-1,-1
97,2,161,527,115,62,1,-1,-1,-1
97,3,1028.92,0.418655,120,61,1,-1,-1,-1
98,1,709.309,209.602,97,56,1,-1,-1,-1
98,2,157.684,527.055,115,62,1,-1,-1,-1
98,3,1032,0,113,60,1,-1,-1,-1
99,1,710.309,209.053,97,56,1,-1,-1,-1
99,2,151.573,527.029,115,62,1,-1,-1,-1
99,3,1031,0,114,61,1,-1,-1,-1
100,1,710.423,208.993,97,56,1,-1,-1,-1
100,2,151.362,527.024,115,62,1,-1,-1,-1
100,3,1031,0,116,61,1,-1,-1,-1
101,1,709.06,210.329,97,56,1,-1,-1,-1
101,2,149.918,527.933,115,62,1,-1,-1,-1
101,3,1027,0,124,61,1,-1,-1,-1
102,1,708.957,210.482,97,56,1,-1,-1,-1
102,2,158,529,110,61,1,-1,-1,-1
102,3,1026.11,0.424484,124,61,1,-1,-1,-1
103,1,709.802,210.949,97,56,1,-1,-1,-1
103,2,148,527,120,65,1,-1,-1,-1
103,3,1025.57,0.461735,124,61,1,-1,-1,-1
104,1,711.745,210.1,97,56,1,-1,-1,-1
104,2,151.094,527.471,120,65,1,-1,-1,-1
104,3,1027,0,122,62,1,-1,-1,-1
105,1,712.834,211.354,97,56,1,-1,-1,-1
105,2,145.933,527.542,120,65,1,-1,-1,-1
105,3,1030,0,118,62,1,-1,-1,-1
106,1,711.626,212.39,97,56,1,-1,-1,-1
106,2,148.595,528.422,120,65,1,-1,-1,-1
106,3,1032.24,-0.911488,118,62,1,-1,-1,-1
107,1,709.685,211.612,97,56,1,-1,-1,-1
107,2,144.799,528.534,120,65,1,-1,-1,-1
107,3,1031.61,-1.01833,118,62,1,-1,-1,-1
108,1,713,213,94,54,1,-1,-1,-1
108,2,147,532,114,59,1,-1,-1,-1
108,3,1028,0,121,62,1,-1,-1,-1
109,1,713,213,94,54,1,-1,-1,-1
109,2,147,532,114,59,1,-1,-1,-1
109,3,1027,0,121,62,1,-1,-1,-1
110,1,714.33,212.559,94,54,1,-1,-1,-1
110,2,154,533,109,57,1,-1,-1,-1
110,3,1028.8,-0.00815964,121,62,1,-1,-1,-1
111,1,711.781,212.963,94,54,1,-1,-1,-1
111,2,153,530,112,60,1,-1,-1,-1
111,3,1031.24,-0.461672,121,62,1,-1,-1,-1
112,1,711.512,213.002,94,54,1,-1,-1,-1
112,2,145,530,118,62,1,-1,-1,-1
112,3,1033.74,-1.40079,121,62,1,-1,-1,-1
113,1,712.81,211.664,94,54,1,-1,-1,-1
113,2,149.423,528.67,118,62,1,-1,-1,-1
113,3,1033.15,-1.06809,121,62,1,-1,-1,-1
114,1,718,214,89,51,1,-1,-1,-1
114,2,146,530,118,62,1,-1,-1,-1
114,3,1032,0,120,60,1,-1,-1,-1
115,1,718,214,89,51,1,-1,-1,-1
115,2,146,530,118,63,1,-1,-1,-1
115,3,1032,0,120,60,1,-1,-1,-1
116,1,713.517,214.001,89,51,1,-1,-1,-1
116,2,146.857,529.109,118,63,1,-1,-1,-1
116,3,1031,0,117,60,1,-1,-1,-1
117,1,713.461,213.105,89,51,1,-1,-1,-1
117,2,149.171,527.676,118,63,1,-1,-1,-1
117,3,1035,0,115,59,1,-1,-1,-1
118,1,715.722,213.905,89,51,1,-1,-1,-1
118,2,144.513,527.964,118,63,1,-1,-1,-1
118,3,1042,0,109,57,1,-1,-1,-1
119,1,717.314,212.645,89,51,1,-1,-1,-1
119,2,145.761,527.545,118,63,1,-1,-1,-1
119,3,1038,0,115,58,1,-1,-1,-1
120,1,717.04,214.304,89,51,1,-1,-1,-1
120,2,143.251,529.746,118,63,1,-1,-1,-1
120,3,1034,0,120,58,1,-1,-1,-1
121,1,716,213,94,55,1,-1,-1,-1
121,2,143.397,529.544,118,63,1,-1,-1,-1
121,3,1040.79,0.430635,120,58,1,-1,-1,-1
122,1,719,212,90,52,1,-1,-1,-1
122,2,155,533,104,57,1,-1,-1,-1
122,3,1045,0,117,58,1,-1,-1,-1
123,1,719,212,90,52,1,-1,-1,-1
123,2,155,533,104,57,1,-1,-1,-1
123,3,1045,0,117,58,1,-1,-1,-1
124,1,717.223,214.239,90,52,1,-1,-1,-1
124,2,150,533,109,57,1,-1,-1,-1
124,3,1041.48,0.890259,117,58,1,-1,-1,-1
125,1,717.931,213.59,90,52,1,-1,-1,-1
125,2,144,531,115,61,1,-1,-1,-1
125,3,1040.67,0.987246,117,58,1,-1,-1,-1
126,1,717,213,93,53,1,-1,-1,-1
126,2,148,533,111,59,1,-1,-1,-1
126,3,1040,0,117,60,1,-1,-1,-1
127,1,719,214,90,52,1,-1,-1,-1
127,2,145,531,120,63,1,-1,-1,-1
127,3,1045,0,111,58,1,-1,-1,-1
128,1,718,213,92,54,1,-1,-1,-1
128,2,147,532,113,60,1,-1,-1,-1
128,3,1041,0,115,59,1,-1,-1,-1
129,1,717.576,212.109,92,54,1,-1,-1,-1
129,2,147.877,531.124,113,60,1,-1,-1,-1
129,3,1038,0,120,58,1,-1,-1,-1
130,1,716,212,96,55,1,-1,-1,-1
130,2,146,534,116,61,1,-1,-1,-1
130,3,1037,0,120,60,1,-1,-1,-1
131,1,723,213,87,52,1,-1,-1,-1
131,2,146,536,115,59,1,-1,-1,-1
131,3,1046,0,112,59,1,-1,-1,-1
132,1,723,213,87,52,1,-1,-1,-1
132,2,147,536,114,59,1,-1,-1,-1
132,3,1046,0,112,59,1,-1,-1,-1
133,1,724,214,91,51,1,-1,-1,-1
133,2,150.119,535.155,114,59,1,-1,-1,-1
133,3,1048.76,0.445765,112,59,1,-1,-1,-1
134,1,728.497,215.342,91,51,1,-1,-1,-1
134,2,155.858,535.48,114,59,1,-1,-1,-1
134,3,1053.06,0.944399,112,59,1,-1,-1,-1
135,1,730.885,214.605,91,51,1,-1,-1,-1
135,2,155.635,537.333,114,59,1,-1,-1,-1
135,3,1055.4,0.553835,112,59,1,-1,-1,-1
136,1,733,215,92,52,1,-1,-1,-1
136,2,156.897,535.712,114,59,1,-1,-1,-1
136,3,1057.35,0.955563,112,59,1,-1,-1,-1
137,1,733,215,91,52,1,-1,-1,-1
137,2,156.629,535.551,114,59,1,-1,-1,-1
137,3,1058.1,1.45227,112,59,1,-1,-1,-1
138,1,731,215,94,52,1,-1,-1,-1
138,2,157,536,115,61,1,-1,-1,-1
138,3,1057,0,115,61,1,-1,-1,-1
139,1,730.691,216.364,94,52,1,-1,-1,-1
139,2,163,539,106,56,1,-1,-1,-1
139,3,1055.8,0.0120659,115,61,1,-1,-1,-1
140,1,730,212,97,57,1,-1,-1,-1
140,2,158.555,539.023,106,56,1,-1,-1,-1
140,3,1055.6,-0.444578,115,61,1,-1,-1,-1
141,1,734,214,93,52,1,-1,-1,-1
141,2,163,537,107,55,1,-1,-1,-1
141,3,1056,0,117,61,1,-1,-1,-1
142,1,736.776,214.456,93,52,1,-1,-1,-1
142,2,162.114,539.731,107,55,1,-1,-1,-1
142,3,1064,0,109,59,1,-1,-1,-1
143,1,739,216,90,53,1,-1,-1,-1
143,2,168,539,106,57,1,-1,-1,-1
143,3,1061,0,114,60,1,-1,-1,-1
144,1,740.47,216.451,90,53,1,-1,-1,-1
144,2,167.603,541.727,106,57,1,-1,-1,-1
144,3,1061.12,0.443335,114,60,1,-1,-1,-1
145,1,739,216,93,55,1,-1,-1,-1
145,2,167.579,542.463,106,57,1,-1,-1,-1
145,3,1061.54,0.497034,114,60,1,-1,-1,-1
146,1,739,216,93,55,1,-1,-1,-1
146,2,167.61,542.567,106,57,1,-1,-1,-1
146,3,1061.62,0.504547,114,60,1,-1,-1,-1
147,1,742,217,89,52,1,-1,-1,-1
147,2,162,542,111,59,1,-1,-1,-1
147,3,1065,0,109,60,1,-1,-1,-1
148,1,741.22,218.829,89,52,1,-1,-1,-1
148,2,165.233,541.614,111,59,1,-1,-1,-1
148,3,1062.41,0.902758,109,60,1,-1,-1,-1
149,1,741.974,218.108,89,52,1,-1,-1,-1
149,2,167.312,540.193,111,59,1,-1,-1,-1
149,3,1062.52,0.994989,109,60,1,-1,-1,-1
150,1,740,215,94,55,1,-1,-1,-1
150,2,162.63,540.048,111,59,1,-1,-1,-1
150,3,1064.35,0.558958,109,60,1,-1,-1,-1
151,1,742,217,94,53,1,-1,-1,-1
151,2,167.925,540.023,111,59,1,-1,-1,-1
151,3,1064.54,0.508171,109,60,1,-1,-1,-1
152,1,744,216,89,52,1,-1,-1,-1
152,2,159,540,116,61,1,-1,-1,-1
152,3,1058,0,119,62,1,-1,-1,-1
153,1,744.515,217.813,89,52,1,-1,-1,-1
153,2,165.369,539.56,116,61,1,-1,-1,-1
153,3,1058.5,0.448202,119,62,1,-1,-1,-1
154,1,744.603,217.554,89,52,1,-1,-1,-1
154,2,165.127,539.084,116,61,1,-1,-1,-1
154,3,1062.15,-0.390039,119,62,1,-1,-1,-1
155,1,749,217,89,51,1,-1,-1,-1
155,2,165.045,539.016,116,61,1,-1,-1,-1
155,3,1063.85,-0.937119,119,62,1,-1,-1,-1
156,1,751,217,89,51,1,-1,-1,-1
156,2,167.321,539.017,116,61,1,-1,-1,-1
156,3,1062.3,-0.550289,119,62,1,-1,-1,-1
157,1,751,217,89,51,1,-1,-1,-1
157,2,167.521,538.559,116,61,1,-1,-1,-1
157,3,1061.61,-0.505245,119,62,1,-1,-1,-1
158,1,749.341,218.799,89,51,1,-1,-1,-1
158,2,164.887,539.86,116,61,1,-1,-1,-1
158,3,1060.67,-0.0507488,119,62,1,-1,-1,-1
159,1,749.087,218.543,89,51,1,-1,-1,-1
159,2,169.051,537.752,116,61,1,-1,-1,-1
159,3,1064.13,-0.451021,119,62,1,-1,-1,-1
160,1,750.45,217.625,89,51,1,-1,-1,-1
160,2,166.404,538.867,116,61,1,-1,-1,-1
160,3,1064.55,-0.49452,119,62,1,-1,-1,-1
161,1,752.333,217.515,89,51,1,-1,-1,-1
161,2,169.205,537.643,116,61,1,-1,-1,-1
161,3,1062.29,-0.0505676,119,62,1,-1,-1,-1
162,1,751.695,217.504,89,51,1,-1,-1,-1
162,2,169.547,537.507,116,61,1,-1,-1,-1
162,3,1059.82,0.449768,119,62,1,-1,-1,-1
163,1,750.221,218.4,89,51,1,-1,-1,-1
163,2,167.748,537.945,116,61,1,-1,-1,-1
163,3,1059.54,0.0517693,119,62,1,-1,-1,-1
164,1,751.89,218.504,89,51,1,-1,-1,-1
164,2,164.876,539.34,116,61,1,-1,-1,-1
164,3,1061.75,0.0108624,119,62,1,-1,-1,-1
165,1,755,216,87,52,1,-1,-1,-1
165,2,168.581,537.246,116,61,1,-1,-1,-1
165,3,1059.29,0.900837,119,62,1,-1,-1,-1
166,1,755,216,87,52,1,-1,-1,-1
166,2,169.91,536.562,116,61,1,-1,-1,-1
166,3,1059.03,1.00605,119,62,1,-1,-1,-1
167,1,754.151,215.996,87,52,1,-1,-1,-1
167,2,166.876,537.844,116,61,1,-1,-1,-1
167,3,1058.1,0.109438,119,62,1,-1,-1,-1
168,1,753.187,218.236,87,52,1,-1,-1,-1
168,2,167.006,537.982,116,61,1,-1,-1,-1
168,3,1063.39,0.0133324,119,62,1,-1,-1,-1
169,1,751,214,92,55,1,-1,-1,-1
169,2,166.561,538.447,116,61,1,-1,-1,-1
169,3,1061.27,-0.447237,119,62,1,-1,-1,-1
170,1,756,217,90,51,1,-1,-1,-1
170,2,169.215,537.153,116,61,1,-1,-1,-1
170,3,1058.35,0.398922,119,62,1,-1,-1,-1
171,1,755.557,216.989,90,51,1,-1,-1,-1
171,2,166.797,538.357,116,61,1,-1,-1,-1
171,3,1058.03,0.492456,119,62,1,-1,-1,-1
172,1,753.79,217.895,90,51,1,-1,-1,-1
172,2,176,540,105,55,1,-1,-1,-1
172,3,1059.33,0.0566082,119,62,1,-1,-1,-1
173,1,754.455,217.994,90,51,1,-1,-1,-1
173,2,174.193,540.458,105,55,1,-1,-1,-1
173,3,1062.18,-0.442921,119,62,1,-1,-1,-1
174,1,755.904,218.009,90,51,1,-1,-1,-1
174,2,175.398,540.489,105,55,1,-1,-1,-1
174,3,1058.91,0.398659,119,62,1,-1,-1,-1
175,1,756.021,218.005,90,51,1,-1,-1,-1
175,2,175.508,540.497,105,55,1,-1,-1,-1
175,3,1058.99,0.492142,119,62,1,-1,-1,-1
176,1,758,216,89,51,1,-1,-1,-1
176,2,173.744,542.742,105,55,1,-1,-1,-1
176,3,1059.89,0.505896,119,62,1,-1,-1,-1
